Elapsed_Time,Latency
2016-10-02 13:48:11,721014022
2016-10-02 13:48:11,747306050
2016-10-02 13:48:11,733408225
2016-10-02 13:48:11,727576717
2016-10-02 13:48:11,751115019
2016-10-02 13:48:11,770184863
2016-10-02 13:48:11,787257286
2016-10-02 13:48:11,768747548
2016-10-02 13:48:11,794105346
2016-10-02 13:48:11,776109680
2016-10-02 13:48:11,774615402
2016-10-02 13:48:11,795955843
2016-10-02 13:48:11,798551233
2016-10-02 13:48:11,814417880
2016-10-02 13:48:11,807331693
2016-10-02 13:48:11,791286090
2016-10-02 13:48:11,794015036
2016-10-02 13:48:11,824897925
2016-10-02 13:48:11,820352360
2016-10-02 13:48:11,839369151
2016-10-02 13:48:11,842286041
2016-10-02 13:48:11,882542407
2016-10-02 13:48:11,867819843
2016-10-02 13:48:11,870845640
2016-10-02 13:48:11,887897650
2016-10-02 13:48:11,909770339
2016-10-02 13:48:11,912433753
2016-10-02 13:48:11,917435605
2016-10-02 13:48:11,1160019036
2016-10-02 13:48:11,968207779
2016-10-02 13:48:11,940126821
2016-10-02 13:48:11,955298444
2016-10-02 13:48:11,957789977
2016-10-02 13:48:11,967699144
2016-10-02 13:48:11,1094163565
2016-10-02 13:48:11,989196753
2016-10-02 13:48:11,1010527030
2016-10-02 13:48:11,1018149269
2016-10-02 13:48:11,1012512662
2016-10-02 13:48:11,997219668
2016-10-02 13:48:11,1014885567
2016-10-02 13:48:11,1023300491
2016-10-02 13:48:11,1014800402
2016-10-02 13:48:11,1023170186
2016-10-02 13:48:11,1021471160
2016-10-02 13:48:11,1026670050
2016-10-02 13:48:11,1032524790
2016-10-02 13:48:11,1041903425
2016-10-02 13:48:11,1074034738
2016-10-02 13:48:11,1043090465
2016-10-02 13:48:11,1044000715
2016-10-02 13:48:11,1059498321
2016-10-02 13:48:11,1050251205
2016-10-02 13:48:11,1073831786
2016-10-02 13:48:11,1071224602
2016-10-02 13:48:11,1068460753
2016-10-02 13:48:11,1083883286
2016-10-02 13:48:11,1088938930
2016-10-02 13:48:11,1118719096
2016-10-02 13:48:11,1091558007
2016-10-02 13:48:11,1107566249
2016-10-02 13:48:11,1110201738
2016-10-02 13:48:11,1125931882
2016-10-02 13:48:11,1197015285
2016-10-02 13:48:11,1123927494
2016-10-02 13:48:11,1139329239
2016-10-02 13:48:11,1125193329
2016-10-02 13:48:11,1202937010
2016-10-02 13:48:11,1147948434
2016-10-02 13:48:11,1160599454
2016-10-02 13:48:11,1161108013
2016-10-02 13:48:11,1156615622
2016-10-02 13:48:11,1166356312
2016-10-02 13:48:11,1198355733
2016-10-02 13:48:11,1164620321
2016-10-02 13:48:11,1185325580
2016-10-02 13:48:11,1171298069
2016-10-02 13:48:11,1189869090
2016-10-02 13:48:11,1188052488
2016-10-02 13:48:11,1198053344
2016-10-02 13:48:11,1200439416
