Elapsed_Time,Microsoft_Ramp_Up_Latencies
2016-10-04 17:55:03.656187039Z,1678.700128
2016-10-04 17:55:03.598556543Z,1749.463728
2016-10-04 17:55:03.283558575Z,2064.621168
2016-10-04 17:55:03.668556543Z,1692.586864
2016-10-04 17:55:03.619081055Z,1763.711088
2016-10-04 17:55:03.808556543Z,1593.904416
2016-10-04 17:55:03.633556543Z,1776.493856
2016-10-04 17:55:03.777159007Z,1632.906816
2016-10-04 17:55:03.952459903Z,1470.709856
2016-10-04 17:55:03.815266927Z,1638.031472
2016-10-04 17:55:03.741214271Z,1712.216848
2016-10-04 17:55:03.894536687Z,1559.775584
2016-10-04 17:55:03.793556543Z,1667.938928
2016-10-04 17:55:04.118556543Z,1346.626672
2016-10-04 17:55:03.689011151Z,1778.695072
2016-10-04 17:55:03.952463951Z,1521.596816
2016-10-04 17:55:03.952429647Z,1521.838912
2016-10-04 17:55:03.789899775Z,1684.572448
2016-10-04 17:55:03.851639599Z,1623.057424
2016-10-04 17:55:03.851645423Z,1640.858208
2016-10-04 17:55:03.894545791Z,1608.841808
2016-10-04 17:55:03.894550255Z,1646.660416
2016-10-04 17:55:03.963556543Z,1617.19408
2016-10-04 17:55:04.096352943Z,1484.483008
2016-10-04 17:55:03.633105583Z,1948.66256
2016-10-04 17:55:04.096381871Z,1485.822128
2016-10-04 17:55:04.096347775Z,1488.248016
2016-10-04 17:55:04.096396591Z,1489.131664
2016-10-04 17:55:03.952455791Z,1635.58432
2016-10-04 17:55:03.953556543Z,1635.370624
2016-10-04 17:55:03.898556543Z,1690.809504
2016-10-04 17:55:03.828556543Z,1761.554544
2016-10-04 17:55:03.323556543Z,2267.637904
2016-10-04 17:55:04.096411039Z,1494.796064
2016-10-04 17:55:03.952467855Z,1639.312224
2016-10-04 17:55:04.096455727Z,1495.466224
2016-10-04 17:55:03.851635791Z,1740.605568
2016-10-04 17:55:03.853556543Z,1738.754736
2016-10-04 17:55:04.096341871Z,1496.222256
2016-10-04 17:55:03.596599359Z,1996.128752
2016-10-04 17:55:03.952451327Z,1648.581728
2016-10-04 17:55:03.952438607Z,1648.66624
2016-10-04 17:55:04.096357967Z,1505.048528
2016-10-04 17:55:04.096386719Z,1505.480352
2016-10-04 17:55:04.096406143Z,1505.50768
2016-10-04 17:55:03.826268703Z,1775.696688
2016-10-04 17:55:03.894531711Z,1712.364752
2016-10-04 17:55:04.096470015Z,1514.608672
2016-10-04 17:55:04.098556543Z,1518.620384
2016-10-04 17:55:03.713556543Z,1971.041664
2016-10-04 17:55:03.952447263Z,1753.5532
2016-10-04 17:55:03.894541343Z,1826.99576
2016-10-04 17:55:04.096401503Z,1627.103504
2016-10-04 17:55:03.894559071Z,1842.835968
2016-10-04 17:55:03.851642559Z,1903.016256
2016-10-04 17:55:03.894563151Z,1895.7488
2016-10-04 17:55:03.643691791Z,2147.71384
2016-10-04 17:55:03.952443055Z,1843.177696
2016-10-04 17:55:04.096391871Z,1699.9468
2016-10-04 17:55:03.623556543Z,2173.247776
2016-10-04 17:55:04.096420463Z,1701.202128
2016-10-04 17:55:04.117551503Z,1695.7676
2016-10-04 17:55:04.096367727Z,1752.950816
2016-10-04 17:55:04.223556543Z,1684.80848
2016-10-04 17:55:04.189581503Z,1719.436128
2016-10-04 17:55:03.952434271Z,2063.12848
2016-10-04 17:55:04.327626591Z,1692.179072
2016-10-04 17:55:04.327631215Z,1708.59704
2016-10-04 17:55:04.096434095Z,1940.471824
2016-10-04 17:55:03.743556543Z,2317.751744
2016-10-04 17:55:04.189585615Z,1896.683296
2016-10-04 17:55:04.271574095Z,1834.964064
2016-10-04 17:55:04.189597327Z,1917.189472
