Elapsed_Time,ISB_Latency
2016-10-02 19:03:31,1726663817
2016-10-02 19:03:31,1353634522
2016-10-02 19:03:31,1505085241
2016-10-02 19:03:31,1647791868
2016-10-02 19:03:31,1817705966
2016-10-02 19:03:31,1839606370
2016-10-02 19:03:31,1480532125
2016-10-02 19:03:31,1241250313
2016-10-02 19:03:31,1611363348
2016-10-02 19:03:31,1335267615
2016-10-02 19:03:31,1415334499
2016-10-02 19:03:31,1936197184
2016-10-02 19:03:31,1759059062
2016-10-02 19:03:31,1850997025
2016-10-02 19:03:31,1482565558
2016-10-02 19:03:31,1329864772
2016-10-02 19:03:31,1373471778
2016-10-02 19:03:31,1515799366
2016-10-02 19:03:31,1437934489
2016-10-02 19:03:31,1309185579
2016-10-02 19:03:31,1500996065
2016-10-02 19:03:31,1613019191
2016-10-02 19:03:30,2326938130
2016-10-02 19:03:33,75462335
2016-10-02 19:03:33,66556908
2016-10-02 19:03:33,65999917
2016-10-02 19:03:33,70381634
2016-10-02 19:03:33,61235333
2016-10-02 19:03:33,73043595
2016-10-02 19:03:33,65648511
2016-10-02 19:03:33,68458247
2016-10-02 19:03:33,60439400
2016-10-02 19:03:33,79484010
2016-10-02 19:03:33,110581290
2016-10-02 19:03:33,75036887
2016-10-02 19:03:33,94273211
2016-10-02 19:03:33,136543531
2016-10-02 19:03:33,127072367
2016-10-02 19:03:33,290266003
2016-10-02 19:03:33,110347402
2016-10-02 19:03:33,108907967
2016-10-02 19:03:33,141486274
2016-10-02 19:03:33,135175636
2016-10-02 19:03:33,107329457
2016-10-02 19:03:33,117634708
2016-10-02 19:03:33,132110774
2016-10-02 19:03:33,126155416
2016-10-02 19:03:33,98087268
2016-10-02 19:03:33,189584934
2016-10-02 19:03:33,128548168
2016-10-02 19:03:33,134068619
2016-10-02 19:03:33,120007223
2016-10-02 19:03:33,152854013
2016-10-02 19:03:33,148042250
2016-10-02 19:03:33,151343017
2016-10-02 19:03:33,142703126
2016-10-02 19:03:33,131627774
2016-10-02 19:03:33,144830247
2016-10-02 19:03:33,496163440
2016-10-02 19:03:33,206089037
2016-10-02 19:03:33,164486499
2016-10-02 19:03:33,158211250
2016-10-02 19:03:33,153429810
2016-10-02 19:03:33,142773586
2016-10-02 19:03:33,156133115
2016-10-02 19:03:33,168469166
2016-10-02 19:03:33,145904343
2016-10-02 19:03:33,280535828
2016-10-02 19:03:33,162276504
2016-10-02 19:03:33,137823737
2016-10-02 19:03:33,149740867
2016-10-02 19:03:33,160562294
2016-10-02 19:03:33,158128419
2016-10-02 19:03:33,145688809
2016-10-02 19:03:33,240409219
2016-10-02 19:03:33,166066471
2016-10-02 19:03:33,146567404
2016-10-02 19:03:33,198848771
2016-10-02 19:03:33,147459811
2016-10-02 19:03:33,146970469
2016-10-02 19:03:33,179618754
2016-10-02 19:03:33,207407309
2016-10-02 19:03:33,170398475
2016-10-02 19:03:33,154048012
2016-10-02 19:03:33,145151031
2016-10-02 19:03:33,139985181
2016-10-02 19:03:33,145684109
2016-10-02 19:03:33,133348498
2016-10-02 19:03:33,155095608
2016-10-02 19:03:33,210982647
2016-10-02 19:03:33,148659688
2016-10-02 19:03:33,132883228
2016-10-02 19:03:33,160396860
2016-10-02 19:03:33,132875229
2016-10-02 19:03:33,156120525
2016-10-02 19:03:33,133137401
2016-10-02 19:03:33,135184199
2016-10-02 19:03:33,140656717
2016-10-02 19:03:33,138887873
2016-10-02 19:03:33,122882505
2016-10-02 19:03:33,117329265
2016-10-02 19:03:34,128622483
2016-10-02 19:03:34,132032895
2016-10-02 19:03:33,214347339
2016-10-02 19:03:33,192530258
2016-10-02 19:03:34,162101412
2016-10-02 19:03:34,160874520
2016-10-02 19:03:34,179580967
2016-10-02 19:03:34,170642245
2016-10-02 19:03:34,165082465
2016-10-02 19:03:34,151416313
2016-10-02 19:03:34,171981365
2016-10-02 19:03:34,165260628
2016-10-02 19:03:34,207921456
2016-10-02 19:03:34,173589908
2016-10-02 19:03:34,157491314
2016-10-02 19:03:34,155417007
2016-10-02 19:03:34,196042947
2016-10-02 19:03:34,161219608
2016-10-02 19:03:34,192238490
2016-10-02 19:03:34,174295653
2016-10-02 19:03:34,181824570
2016-10-02 19:03:34,168408452
2016-10-02 19:03:34,174395637
2016-10-02 19:03:34,184766314
2016-10-02 19:03:33,438069140
2016-10-02 19:03:34,219241394
2016-10-02 19:03:34,223204589
2016-10-02 19:03:34,353286213
2016-10-02 19:03:34,213374497
2016-10-02 19:03:34,274649705
2016-10-02 19:03:34,209267239
2016-10-02 19:03:34,249966441
2016-10-02 19:03:34,223445266
2016-10-02 19:03:34,245250965
2016-10-02 19:03:34,236448030
2016-10-02 19:03:34,206500281
2016-10-02 19:03:34,246084825
2016-10-02 19:03:34,298250830
2016-10-02 19:03:34,230376988
2016-10-02 19:03:34,223860272
2016-10-02 19:03:34,221302898
2016-10-02 19:03:34,229436291
2016-10-02 19:03:34,223605647
2016-10-02 19:03:34,224308000
2016-10-02 19:03:34,331926094
2016-10-02 19:03:34,245683853
2016-10-02 19:03:34,257758853
2016-10-02 19:03:34,222856853
2016-10-02 19:03:34,234432701
2016-10-02 19:03:34,240776599
2016-10-02 19:03:34,239438949
2016-10-02 19:03:34,238749732
2016-10-02 19:03:34,231581783
2016-10-02 19:03:34,279322413
2016-10-02 19:03:34,255472145
2016-10-02 19:03:34,232173579
2016-10-02 19:03:34,410555811
2016-10-02 19:03:34,274319292
2016-10-02 19:03:34,262422036
2016-10-02 19:03:34,241452244
2016-10-02 19:03:34,244596420
2016-10-02 19:03:34,276040936
2016-10-02 19:03:34,288195661
2016-10-02 19:03:34,263923033
2016-10-02 19:03:34,253243433
2016-10-02 19:03:34,285529120
2016-10-02 19:03:34,256376711
2016-10-02 19:03:34,255799255
2016-10-02 19:03:34,255867933
2016-10-02 19:03:34,255256923
2016-10-02 19:03:34,328810338
2016-10-02 19:03:34,270112054
2016-10-02 19:03:34,263495844
2016-10-02 19:03:34,291987325
2016-10-02 19:03:34,251996094
2016-10-02 19:03:34,262455653
2016-10-02 19:03:34,274043317
2016-10-02 19:03:34,268243500
2016-10-02 19:03:34,260373900
2016-10-02 19:03:34,294401781
2016-10-02 19:03:34,245210524
2016-10-02 19:03:34,567172448
2016-10-02 19:03:34,288828040
2016-10-02 19:03:34,289146509
2016-10-02 19:03:34,267312818
2016-10-02 19:03:34,258272233
2016-10-02 19:03:34,280858178
2016-10-02 19:03:34,256491359
2016-10-02 19:03:34,253771095
2016-10-02 19:03:34,265415051
2016-10-02 19:03:34,277684824
2016-10-02 19:03:34,247088472
2016-10-02 19:03:34,286892132
2016-10-02 19:03:34,278001495
2016-10-02 19:03:34,253588896
2016-10-02 19:03:34,270047561
2016-10-02 19:03:34,252050566
2016-10-02 19:03:34,318899249
2016-10-02 19:03:34,288934651
2016-10-02 19:03:34,261364414
2016-10-02 19:03:34,274595162
2016-10-02 19:03:34,260187795
2016-10-02 19:03:34,311017463
2016-10-02 19:03:35,261385507
2016-10-02 19:03:35,263613566
2016-10-02 19:03:35,269722026
2016-10-02 19:03:35,247482584
2016-10-02 19:03:35,291934237
2016-10-02 19:03:35,239555800
2016-10-02 19:03:35,282645520
2016-10-02 19:03:35,329156887
2016-10-02 19:03:35,290980398
2016-10-02 19:03:35,272549590
2016-10-02 19:03:35,324094404
2016-10-02 19:03:35,268884406
2016-10-02 19:03:35,282024912
2016-10-02 19:03:35,275692631
2016-10-02 19:03:35,265047708
2016-10-02 19:03:35,255098816
2016-10-02 19:03:35,277348528
2016-10-02 19:03:35,322962225
2016-10-02 19:03:35,343061416
2016-10-02 19:03:35,276246515
2016-10-02 19:03:35,272296150
2016-10-02 19:03:35,309092212
2016-10-02 19:03:35,369339701
2016-10-02 19:03:35,290864212
2016-10-02 19:03:35,263741539
2016-10-02 19:03:35,290467664
2016-10-02 19:03:35,333894425
2016-10-02 19:03:35,318384145
2016-10-02 19:03:35,282274065
2016-10-02 19:03:35,307054488
2016-10-02 19:03:35,270129677
2016-10-02 19:03:35,280164362
2016-10-02 19:03:35,306055334
2016-10-02 19:03:35,281330222
2016-10-02 19:03:35,274381531
2016-10-02 19:03:35,275566034
2016-10-02 19:03:35,272771380
2016-10-02 19:03:35,282873850
2016-10-02 19:03:35,252806881
2016-10-02 19:03:35,285474620
2016-10-02 19:03:35,275941693
2016-10-02 19:03:35,257023420
2016-10-02 19:03:35,258649846
2016-10-02 19:03:35,259225082
2016-10-02 19:03:35,240829578
2016-10-02 19:03:35,249618835
2016-10-02 19:03:35,331251116
2016-10-02 19:03:35,305275037
2016-10-02 19:03:35,261402449
2016-10-02 19:03:35,282848371
2016-10-02 19:03:35,279799690
2016-10-02 19:03:35,312518923
2016-10-02 19:03:35,272223506
2016-10-02 19:03:35,315163703
2016-10-02 19:03:35,267734766
2016-10-02 19:03:35,280665699
2016-10-02 19:03:35,270555901
2016-10-02 19:03:35,321913504
2016-10-02 19:03:35,274603366
2016-10-02 19:03:35,303666132
2016-10-02 19:03:35,343751310
2016-10-02 19:03:35,271811163
2016-10-02 19:03:35,282512791
2016-10-02 19:03:35,263580325
2016-10-02 19:03:35,265012334
2016-10-02 19:03:35,274951294
2016-10-02 19:03:35,259983972
2016-10-02 19:03:35,282951262
2016-10-02 19:03:35,260099559
2016-10-02 19:03:35,304818442
2016-10-02 19:03:35,392229358
2016-10-02 19:03:35,305722568
2016-10-02 19:03:35,275728924
2016-10-02 19:03:35,292508360
2016-10-02 19:03:35,272950652
2016-10-02 19:03:35,408331300
2016-10-02 19:03:35,309123954
2016-10-02 19:03:35,304494557
2016-10-02 19:03:35,300881045
2016-10-02 19:03:35,286314975
2016-10-02 19:03:35,296717172
2016-10-02 19:03:35,309489196
2016-10-02 19:03:35,286151941
2016-10-02 19:03:35,286516999
2016-10-02 19:03:35,301470570
2016-10-02 19:03:35,320659115
2016-10-02 19:03:35,285853098
2016-10-02 19:03:35,299508896
2016-10-02 19:03:35,300998534
2016-10-02 19:03:35,306586976
2016-10-02 19:03:35,298937293
2016-10-02 19:03:35,292610745
2016-10-02 19:03:35,294734879
2016-10-02 19:03:35,280140065
2016-10-02 19:03:35,290991874
2016-10-02 19:03:35,573707092
2016-10-02 19:03:35,287476853
2016-10-02 19:03:35,309507853
2016-10-02 19:03:35,320398853
2016-10-02 19:03:36,284070853
2016-10-02 19:03:36,310396623
2016-10-02 19:03:36,313725424
2016-10-02 19:03:36,310650735
2016-10-02 19:03:36,272702808
2016-10-02 19:03:36,296406619
2016-10-02 19:03:36,306665441
2016-10-02 19:03:35,435144663
2016-10-02 19:03:36,302144930
2016-10-02 19:03:36,325875939
2016-10-02 19:03:36,300059847
2016-10-02 19:03:36,294234739
2016-10-02 19:03:36,314950315
2016-10-02 19:03:36,286432139
2016-10-02 19:03:36,314268772
2016-10-02 19:03:36,300459414
2016-10-02 19:03:36,322678805
2016-10-02 19:03:36,318514839
2016-10-02 19:03:36,285743223
2016-10-02 19:03:36,287168541
2016-10-02 19:03:36,337292352
2016-10-02 19:03:36,300754620
2016-10-02 19:03:36,359083163
2016-10-02 19:03:36,294196494
2016-10-02 19:03:36,321159783
2016-10-02 19:03:36,361918959
2016-10-02 19:03:36,297890580
2016-10-02 19:03:36,332078456
2016-10-02 19:03:36,316533746
2016-10-02 19:03:36,306454407
2016-10-02 19:03:36,304497671
2016-10-02 19:03:36,298796640
2016-10-02 19:03:36,296201874
2016-10-02 19:03:36,324748600
2016-10-02 19:03:36,291053730
2016-10-02 19:03:36,306609181
2016-10-02 19:03:36,289045859
2016-10-02 19:03:36,285668213
2016-10-02 19:03:36,299531579
2016-10-02 19:03:36,294228115
2016-10-02 19:03:36,281111406
2016-10-02 19:03:36,299510793
2016-10-02 19:03:36,288262469
2016-10-02 19:03:36,285012704
2016-10-02 19:03:36,264598067
2016-10-02 19:03:36,298428676
2016-10-02 19:03:36,272803197
2016-10-02 19:03:36,302956914
2016-10-02 19:03:36,272358213
2016-10-02 19:03:36,261320808
2016-10-02 19:03:36,296721826
2016-10-02 19:03:36,269869855
2016-10-02 19:03:36,260380219
2016-10-02 19:03:36,282689042
2016-10-02 19:03:36,359217502
2016-10-02 19:03:36,271415798
2016-10-02 19:03:36,312339264
2016-10-02 19:03:36,264291517
2016-10-02 19:03:36,280408416
2016-10-02 19:03:36,255329421
2016-10-02 19:03:36,245390108
2016-10-02 19:03:36,290512396
2016-10-02 19:03:36,270705496
2016-10-02 19:03:36,321756381
2016-10-02 19:03:36,292184210
2016-10-02 19:03:36,332070870
2016-10-02 19:03:36,289176045
2016-10-02 19:03:36,260250433
2016-10-02 19:03:36,303484746
2016-10-02 19:03:36,247294310
2016-10-02 19:03:36,258172999
2016-10-02 19:03:36,285305922
2016-10-02 19:03:36,258682364
2016-10-02 19:03:36,308691127
2016-10-02 19:03:36,265728123
2016-10-02 19:03:36,288965678
2016-10-02 19:03:36,259476542
2016-10-02 19:03:36,242925185
2016-10-02 19:03:36,253099452
2016-10-02 19:03:36,287039766
2016-10-02 19:03:36,250395653
2016-10-02 19:03:36,240754864
2016-10-02 19:03:36,266138520
2016-10-02 19:03:36,258045593
2016-10-02 19:03:36,256498925
2016-10-02 19:03:36,257279636
2016-10-02 19:03:36,254656169
2016-10-02 19:03:36,235113396
2016-10-02 19:03:36,245127347
2016-10-02 19:03:36,246017619
2016-10-02 19:03:36,236462634
2016-10-02 19:03:36,225009668
2016-10-02 19:03:36,255100679
2016-10-02 19:03:36,235137344
2016-10-02 19:03:36,216851531
2016-10-02 19:03:36,223419610
2016-10-02 19:03:36,284269593
2016-10-02 19:03:36,315651720
2016-10-02 19:03:36,233962122
2016-10-02 19:03:36,245301579
2016-10-02 19:03:37,222032679
2016-10-02 19:03:37,235999398
2016-10-02 19:03:36,304020379
2016-10-02 19:03:37,244032096
2016-10-02 19:03:37,261241254
2016-10-02 19:03:37,241250473
2016-10-02 19:03:37,232821668
2016-10-02 19:03:37,274422615
2016-10-02 19:03:37,238735000
2016-10-02 19:03:37,250447612
2016-10-02 19:03:37,231375980
2016-10-02 19:03:37,225439401
2016-10-02 19:03:37,216686072
2016-10-02 19:03:37,285685929
2016-10-02 19:03:37,325168742
2016-10-02 19:03:37,255853052
2016-10-02 19:03:37,246626356
2016-10-02 19:03:37,241020614
2016-10-02 19:03:37,247469283
2016-10-02 19:03:37,275477209
2016-10-02 19:03:37,61843048
2016-10-02 19:03:37,65590209
2016-10-02 19:03:37,81855366
2016-10-02 19:03:37,75206594
2016-10-02 19:03:37,67058878
2016-10-02 19:03:37,74434733
2016-10-02 19:03:37,62616976
2016-10-02 19:03:37,61668781
2016-10-02 19:03:37,68677057
2016-10-02 19:03:37,71302239
2016-10-02 19:03:37,75614749
2016-10-02 19:03:37,92978961
2016-10-02 19:03:37,75310622
2016-10-02 19:03:37,83488363
2016-10-02 19:03:37,119279127
2016-10-02 19:03:37,74450388
2016-10-02 19:03:37,114705274
2016-10-02 19:03:37,115026919
2016-10-02 19:03:37,101797797
2016-10-02 19:03:37,118929454
2016-10-02 19:03:37,101295119
2016-10-02 19:03:37,115340667
2016-10-02 19:03:37,114799165
2016-10-02 19:03:37,118998630
2016-10-02 19:03:37,125684310
2016-10-02 19:03:37,138458653
2016-10-02 19:03:37,130697076
2016-10-02 19:03:37,133268567
2016-10-02 19:03:37,131377330
2016-10-02 19:03:37,263055512
2016-10-02 19:03:37,153207374
2016-10-02 19:03:37,146817679
2016-10-02 19:03:37,227432630
2016-10-02 19:03:37,147476451
2016-10-02 19:03:37,170076344
2016-10-02 19:03:37,192303511
2016-10-02 19:03:37,173155513
2016-10-02 19:03:37,159669515
2016-10-02 19:03:37,168788181
2016-10-02 19:03:37,180604847
2016-10-02 19:03:37,169215260
2016-10-02 19:03:37,182136193
2016-10-02 19:03:37,185705801
2016-10-02 19:03:37,176241344
2016-10-02 19:03:37,194528285
2016-10-02 19:03:37,181410719
2016-10-02 19:03:37,196090767
2016-10-02 19:03:37,191903318
2016-10-02 19:03:37,194877586
2016-10-02 19:03:37,263478609
2016-10-02 19:03:37,208265302
2016-10-02 19:03:37,221457461
2016-10-02 19:03:37,261793813
2016-10-02 19:03:37,264543510
2016-10-02 19:03:37,224489893
2016-10-02 19:03:37,212112668
2016-10-02 19:03:37,232468747
2016-10-02 19:03:37,247178445
2016-10-02 19:03:37,234590072
2016-10-02 19:03:37,243135605
2016-10-02 19:03:37,232612274
2016-10-02 19:03:37,243114738
2016-10-02 19:03:37,250468249
2016-10-02 19:03:37,249418566
2016-10-02 19:03:37,264231973
2016-10-02 19:03:37,285921968
2016-10-02 19:03:37,239887307
2016-10-02 19:03:37,251536346
2016-10-02 19:03:37,271449860
2016-10-02 19:03:37,273756751
2016-10-02 19:03:37,263961925
2016-10-02 19:03:37,271959862
2016-10-02 19:03:37,265206324
2016-10-02 19:03:37,285209675
2016-10-02 19:03:37,286930586
2016-10-02 19:03:37,281384127
2016-10-02 19:03:37,265385159
2016-10-02 19:03:37,276191588
2016-10-02 19:03:38,284711213
2016-10-02 19:03:38,278087257
2016-10-02 19:03:38,290553657
2016-10-02 19:03:38,270858020
2016-10-02 19:03:38,280547285
2016-10-02 19:03:38,317788369
2016-10-02 19:03:38,344456417
2016-10-02 19:03:38,335685901
2016-10-02 19:03:38,363714595
2016-10-02 19:03:38,329871258
2016-10-02 19:03:38,337779526
2016-10-02 19:03:38,346327694
2016-10-02 19:03:38,327340072
2016-10-02 19:03:38,370740247
2016-10-02 19:03:38,326477121
2016-10-02 19:03:38,343176030
2016-10-02 19:03:38,376444479
2016-10-02 19:03:38,371123373
2016-10-02 19:03:38,366841633
2016-10-02 19:03:38,381802874
2016-10-02 19:03:38,356142089
2016-10-02 19:03:38,401903571
2016-10-02 19:03:38,381868676
2016-10-02 19:03:38,379763552
2016-10-02 19:03:38,392923929
2016-10-02 19:03:38,388343923
2016-10-02 19:03:38,398869993
2016-10-02 19:03:38,480265721
2016-10-02 19:03:38,430981532
2016-10-02 19:03:38,401263285
2016-10-02 19:03:38,446560281
2016-10-02 19:03:38,430317300
2016-10-02 19:03:38,418781744
2016-10-02 19:03:38,419260218
2016-10-02 19:03:38,437975546
2016-10-02 19:03:38,452439619
2016-10-02 19:03:38,446058735
2016-10-02 19:03:38,502229140
2016-10-02 19:03:38,455683018
2016-10-02 19:03:38,473268171
2016-10-02 19:03:38,559511889
2016-10-02 19:03:38,493169775
2016-10-02 19:03:38,520033411
2016-10-02 19:03:38,497293434
2016-10-02 19:03:38,523280547
2016-10-02 19:03:38,510528625
2016-10-02 19:03:38,538800074
2016-10-02 19:03:38,538534079
2016-10-02 19:03:38,534742258
2016-10-02 19:03:38,553733706
2016-10-02 19:03:38,552283589
2016-10-02 19:03:38,552476444
2016-10-02 19:03:38,568878729
2016-10-02 19:03:38,559427993
2016-10-02 19:03:38,576862885
2016-10-02 19:03:38,577122974
2016-10-02 19:03:38,613175237
2016-10-02 19:03:38,580723601
2016-10-02 19:03:38,602892632
2016-10-02 19:03:38,604836054
2016-10-02 19:03:38,621976524
2016-10-02 19:03:38,619605871
2016-10-02 19:03:38,621881084
2016-10-02 19:03:38,615260850
2016-10-02 19:03:38,575303829
2016-10-02 19:03:38,641582131
2016-10-02 19:03:38,605530784
2016-10-02 19:03:38,627355764
2016-10-02 19:03:38,635193511
2016-10-02 19:03:38,656046405
2016-10-02 19:03:38,649309017
2016-10-02 19:03:38,677131378
2016-10-02 19:03:38,681904226
2016-10-02 19:03:38,685939580
2016-10-02 19:03:38,693485581
2016-10-02 19:03:38,696343125
2016-10-02 19:03:38,725063370
2016-10-02 19:03:38,731306310
2016-10-02 19:03:38,706309920
2016-10-02 19:03:38,745642486
2016-10-02 19:03:38,737145032
2016-10-02 19:03:38,734791138
2016-10-02 19:03:38,735022352
2016-10-02 19:03:38,760364696
2016-10-02 19:03:38,747736681
2016-10-02 19:03:38,762996045
2016-10-02 19:03:38,807765421
2016-10-02 19:03:38,783657628
2016-10-02 19:03:38,802806538
2016-10-02 19:03:38,782881625
2016-10-02 19:03:38,819131791
2016-10-02 19:03:38,845229488
2016-10-02 19:03:38,852085770
2016-10-02 19:03:38,845194440
2016-10-02 19:03:38,838593214
2016-10-02 19:03:38,864513567
2016-10-02 19:03:38,1094341468
2016-10-02 19:03:38,1166347541
2016-10-02 19:03:38,1364147784
2016-10-02 19:03:38,1197641222
2016-10-02 19:03:38,1210797199
2016-10-02 19:03:39,1295540723
2016-10-02 19:03:39,1397419117
2016-10-02 19:03:39,1439205526
2016-10-02 19:03:39,1470908432
2016-10-02 19:03:39,1521250893
2016-10-02 19:03:39,1600441890
2016-10-02 19:03:39,1600041706
2016-10-02 19:03:39,1642557853
2016-10-02 19:03:39,1636645575
2016-10-02 19:03:38,2283481037
2016-10-02 19:03:39,1643503872
2016-10-02 19:03:38,2183571214
2016-10-02 19:03:38,2416966516
2016-10-02 19:03:39,1824961952
2016-10-02 19:03:38,2300704577
2016-10-02 19:03:39,1694183698
2016-10-02 19:03:39,1887542653
2016-10-02 19:03:39,1954247310
2016-10-02 19:03:38,2207616972
2016-10-02 19:03:38,2407655451
2016-10-02 19:03:39,1763851293
2016-10-02 19:03:39,2063877546
2016-10-02 19:03:39,1963911790
2016-10-02 19:03:38,2257294385
2016-10-02 19:03:38,2232203558
2016-10-02 19:03:39,1859995677
2016-10-02 19:03:39,1675993263
2016-10-02 19:03:39,1668878347
2016-10-02 19:03:39,1683155678
2016-10-02 19:03:39,2096547242
2016-10-02 19:03:38,2323276668
2016-10-02 19:03:39,1986031928
2016-10-02 19:03:38,2266921384
2016-10-02 19:03:39,1893625380
2016-10-02 19:03:39,1733657407
2016-10-02 19:03:39,2033682247
2016-10-02 19:03:38,2531450159
2016-10-02 19:03:39,2144844034
2016-10-02 19:03:38,2438919156
2016-10-02 19:03:39,2186645109
2016-10-02 19:03:38,2233338059
2016-10-02 19:03:39,1806686505
2016-10-02 19:03:39,2080622732
2016-10-02 19:03:38,2227323854
2016-10-02 19:03:39,2047346915
2016-10-02 19:03:38,2509356424
2016-10-02 19:03:39,2089423467
2016-10-02 19:03:39,1689468464
2016-10-02 19:03:38,2328230879
2016-10-02 19:03:38,2529580951
2016-10-02 19:03:38,2543137438
2016-10-02 19:03:38,2223191076
2016-10-02 19:03:38,2350141966
2016-10-02 19:03:39,2003526222
2016-10-02 19:03:39,1871006589
2016-10-02 19:03:39,1777715293
2016-10-02 19:03:38,2431082739
2016-10-02 19:03:39,1666760219
2016-10-02 19:03:39,2109331682
2016-10-02 19:03:39,1626421031
2016-10-02 19:03:39,1730527665
2016-10-02 19:03:39,1561963575
2016-10-02 19:03:39,1471271447
2016-10-02 19:03:39,1524607277
2016-10-02 19:03:39,1417976873
2016-10-02 19:03:39,1378847035
2016-10-02 19:03:39,1389853642
2016-10-02 19:03:40,1348389658
2016-10-02 19:03:39,1683853989
2016-10-02 19:03:40,1188544100
2016-10-02 19:03:40,1249706084
2016-10-02 19:03:40,1303480399
2016-10-02 19:03:40,1233794951
2016-10-02 19:03:40,1215538725
2016-10-02 19:03:40,1208802341
2016-10-02 19:03:40,1175181418
2016-10-02 19:03:40,1124734578
2016-10-02 19:03:40,1136516284
2016-10-02 19:03:40,1123186462
2016-10-02 19:03:40,1183218120
2016-10-02 19:03:40,1017979256
2016-10-02 19:03:39,3499060002
2016-10-02 19:03:38,3945831222
2016-10-02 19:03:38,3725888363
2016-10-02 19:03:39,3519337401
2016-10-02 19:03:39,3452745557
2016-10-02 19:03:40,2322163394
2016-10-02 19:03:40,1982233434
2016-10-02 19:03:40,2555637643
2016-10-02 19:03:39,2729038278
2016-10-02 19:03:40,1876603853
2016-10-02 19:03:39,2961700119
2016-10-02 19:03:40,2133219421
2016-10-02 19:03:40,2729735612
2016-10-02 19:03:41,1710044151
2016-10-02 19:03:40,2577505508
2016-10-02 19:03:40,2630853409
2016-10-02 19:03:39,3304245133
2016-10-02 19:03:40,1950945368
2016-10-02 19:03:39,3295127980
2016-10-02 19:03:40,2818435150
2016-10-02 19:03:39,3207222479
2016-10-02 19:03:39,3075907885
2016-10-02 19:03:40,2283430298
2016-10-02 19:03:39,3840045580
2016-10-02 19:03:39,3966790114
2016-10-02 19:03:39,3733497804
2016-10-02 19:03:38,4200234791
2016-10-02 19:03:38,4020301767
2016-10-02 19:03:38,4240343940
2016-10-02 19:03:39,3467056732
2016-10-02 19:03:39,3880871752
2016-10-02 19:03:39,3660925922
2016-10-02 19:03:38,4294294843
2016-10-02 19:03:39,3960990538
2016-10-02 19:03:39,3515899228
2016-10-02 19:03:39,3641070878
2016-10-02 19:03:39,3907768341
2016-10-02 19:03:39,3754439152
2016-10-02 19:03:38,4107798038
2016-10-02 19:03:38,4061160321
2016-10-02 19:03:40,2796875512
2016-10-02 19:03:39,3992730153
2016-10-02 19:03:40,2329017134
2016-10-02 19:03:40,2555769314
2016-10-02 19:03:40,2382491977
2016-10-02 19:03:40,3069251826
2016-10-02 19:03:39,3697450959
