Elapsed_Time,Mulesoft_Latency
2016-10-04 22:05:34.034974158Z,11.771411
2016-10-04 22:05:34.134974158Z,12.623482
2016-10-04 22:05:34.234974158Z,12.651271
2016-10-04 22:05:34.334974158Z,12.720279
2016-10-04 22:05:34.434974158Z,26.145338
2016-10-04 22:05:34.534974158Z,18.679731
2016-10-04 22:05:34.634974158Z,59.665597
2016-10-04 22:05:34.734974158Z,27.629825
2016-10-04 22:05:34.834974158Z,11.54489
2016-10-04 22:05:34.934974158Z,13.695042
2016-10-04 22:05:35.034974158Z,27.147445
2016-10-04 22:05:35.134974158Z,17.125329
2016-10-04 22:05:35.234974158Z,12.51015
2016-10-04 22:05:35.334974158Z,13.643337
2016-10-04 22:05:35.434974158Z,16.437507
2016-10-04 22:05:35.534974158Z,18.708035
2016-10-04 22:05:35.634974158Z,11.540794
2016-10-04 22:05:35.734974158Z,18.307356
2016-10-04 22:05:35.834974158Z,14.501548
2016-10-04 22:05:35.934974158Z,11.887146
2016-10-04 22:05:36.034974158Z,11.482148
2016-10-04 22:05:36.134974158Z,21.153483
2016-10-04 22:05:36.234974158Z,11.204943
2016-10-04 22:05:36.334974158Z,13.064964
2016-10-04 22:05:36.434974158Z,12.539801
2016-10-04 22:05:36.534974158Z,13.233544
2016-10-04 22:05:36.634974158Z,21.236042
2016-10-04 22:05:36.734974158Z,12.733727
2016-10-04 22:05:36.834974158Z,35.511511
2016-10-04 22:05:36.934974158Z,11.536529
2016-10-04 22:05:37.034974158Z,12.862317
2016-10-04 22:05:37.134974158Z,13.149587
2016-10-04 22:05:37.234974158Z,12.757818
2016-10-04 22:05:37.334974158Z,11.768224
2016-10-04 22:05:37.434974158Z,75.703664
2016-10-04 22:05:37.534974158Z,13.491201
2016-10-04 22:05:37.634974158Z,11.800141
2016-10-04 22:05:37.734974158Z,25.704964
2016-10-04 22:05:37.834974158Z,13.15551
2016-10-04 22:05:37.934974158Z,50.378811
2016-10-04 22:05:38.034974158Z,12.716676
2016-10-04 22:05:38.134974158Z,104.649488
2016-10-04 22:05:38.234974158Z,16.337322
2016-10-04 22:05:38.334974158Z,14.919723
2016-10-04 22:05:38.434974158Z,11.666176
2016-10-04 22:05:38.534974158Z,15.91718
2016-10-04 22:05:38.634974158Z,11.413232
2016-10-04 22:05:38.734974158Z,11.931381
2016-10-04 22:05:38.834974158Z,14.194482
2016-10-04 22:05:38.934974158Z,14.922805
2016-10-04 22:05:39.034974158Z,11.29106
2016-10-04 22:05:39.134974158Z,36.439188
2016-10-04 22:05:39.234974158Z,22.102866
2016-10-04 22:05:39.334974158Z,20.575916
2016-10-04 22:05:39.434974158Z,10.798878
2016-10-04 22:05:39.534974158Z,12.201313
2016-10-04 22:05:39.634974158Z,11.41924
2016-10-04 22:05:39.734974158Z,12.312526
2016-10-04 22:05:39.834974158Z,21.586584
2016-10-04 22:05:39.934974158Z,12.275945
2016-10-04 22:05:40.034974158Z,20.708574
2016-10-04 22:05:40.134974158Z,12.127244
2016-10-04 22:05:40.234974158Z,13.248226
2016-10-04 22:05:40.334974158Z,12.210886
2016-10-04 22:05:40.434974158Z,19.339933
2016-10-04 22:05:40.534974158Z,11.633912
2016-10-04 22:05:40.634974158Z,11.633075
2016-10-04 22:05:40.734974158Z,32.088213
2016-10-04 22:05:40.834974158Z,13.989796
2016-10-04 22:05:40.934974158Z,12.41383
2016-10-04 22:05:41.034974158Z,89.813122
2016-10-04 22:05:41.134974158Z,11.83562
2016-10-04 22:05:41.234974158Z,18.937098
2016-10-04 22:05:41.334974158Z,11.033117
2016-10-04 22:05:41.434974158Z,11.417266
2016-10-04 22:05:41.534974158Z,12.27899
2016-10-04 22:05:41.634974158Z,12.056128
2016-10-04 22:05:41.734974158Z,19.547084
2016-10-04 22:05:41.834974158Z,11.836408
2016-10-04 22:05:41.934974158Z,16.201828
2016-10-04 22:05:42.034974158Z,11.811312
2016-10-04 22:05:42.134974158Z,16.937499
2016-10-04 22:05:42.234974158Z,12.503337
2016-10-04 22:05:42.334974158Z,10.802194
2016-10-04 22:05:42.434974158Z,12.453467
2016-10-04 22:05:42.534974158Z,11.237159
2016-10-04 22:05:42.634974158Z,12.526477
2016-10-04 22:05:42.734974158Z,11.183158
2016-10-04 22:05:42.834974158Z,19.369257
2016-10-04 22:05:42.934974158Z,14.135599
2016-10-04 22:05:43.034974158Z,11.06333
2016-10-04 22:05:43.134974158Z,14.707111
2016-10-04 22:05:43.234974158Z,11.950584
2016-10-04 22:05:43.334974158Z,16.28843
2016-10-04 22:05:43.434974158Z,65.182854
2016-10-04 22:05:43.534974158Z,11.121108
2016-10-04 22:05:43.634974158Z,12.116502
2016-10-04 22:05:43.734974158Z,12.869456
2016-10-04 22:05:43.834974158Z,12.59611
2016-10-04 22:05:43.934974158Z,11.731516
2016-10-04 22:05:44.034974158Z,52.989286
2016-10-04 22:05:44.134974158Z,13.610208
2016-10-04 22:05:44.234974158Z,12.035047
2016-10-04 22:05:44.334974158Z,11.987463
2016-10-04 22:05:44.434974158Z,12.167897
2016-10-04 22:05:44.534974158Z,58.418862
2016-10-04 22:05:44.634974158Z,12.642865
2016-10-04 22:05:44.734974158Z,12.147848
2016-10-04 22:05:44.834974158Z,13.801546
2016-10-04 22:05:44.934974158Z,11.997699
2016-10-04 22:05:45.034974158Z,12.021839
2016-10-04 22:05:45.134974158Z,11.335947
2016-10-04 22:05:45.234974158Z,11.305109
2016-10-04 22:05:45.334974158Z,23.596772
2016-10-04 22:05:45.434974158Z,19.715169
2016-10-04 22:05:45.534974158Z,11.796986
2016-10-04 22:05:45.634974158Z,11.396276
2016-10-04 22:05:45.734974158Z,16.576103
2016-10-04 22:05:45.834974158Z,24.826917
2016-10-04 22:05:45.934974158Z,15.400011
2016-10-04 22:05:46.034974158Z,11.862648
2016-10-04 22:05:46.134974158Z,25.91732
2016-10-04 22:05:46.234974158Z,12.67907
2016-10-04 22:05:46.334974158Z,11.756167
2016-10-04 22:05:46.434974158Z,53.053297
2016-10-04 22:05:46.534974158Z,18.656728
2016-10-04 22:05:46.634974158Z,12.068196
2016-10-04 22:05:46.734974158Z,11.812794
2016-10-04 22:05:46.834974158Z,13.820601
2016-10-04 22:05:46.934974158Z,14.347793
2016-10-04 22:05:47.034974158Z,24.414939
2016-10-04 22:05:47.134974158Z,12.016177
2016-10-04 22:05:47.234974158Z,11.517437
2016-10-04 22:05:47.334974158Z,19.71509
2016-10-04 22:05:47.434974158Z,13.557914
2016-10-04 22:05:47.534974158Z,12.456431
2016-10-04 22:05:47.634974158Z,10.485783
2016-10-04 22:05:47.734974158Z,12.021722
2016-10-04 22:05:47.834974158Z,78.115097
2016-10-04 22:05:47.934974158Z,13.609794
2016-10-04 22:05:48.034974158Z,13.644505
2016-10-04 22:05:48.134974158Z,13.233138
2016-10-04 22:05:48.234974158Z,12.705206
2016-10-04 22:05:48.334974158Z,12.051265
2016-10-04 22:05:48.434974158Z,10.795101
2016-10-04 22:05:48.534974158Z,22.808585
2016-10-04 22:05:48.634974158Z,11.591258
2016-10-04 22:05:48.734974158Z,11.236702
2016-10-04 22:05:48.834974158Z,13.575573
2016-10-04 22:05:48.934974158Z,12.626138
2016-10-04 22:05:49.034974158Z,11.631387
2016-10-04 22:05:49.134974158Z,11.567392
2016-10-04 22:05:49.234974158Z,12.808785
2016-10-04 22:05:49.334974158Z,13.437552
2016-10-04 22:05:49.434974158Z,12.434495
2016-10-04 22:05:49.534974158Z,12.338436
2016-10-04 22:05:49.634974158Z,12.41463
2016-10-04 22:05:49.734974158Z,14.877162
2016-10-04 22:05:49.834974158Z,11.019945
2016-10-04 22:05:49.934974158Z,11.671373
2016-10-04 22:05:50.034974158Z,22.038036
2016-10-04 22:05:50.134974158Z,11.634975
2016-10-04 22:05:50.234974158Z,11.202409
2016-10-04 22:05:50.334974158Z,18.371639
2016-10-04 22:05:50.434974158Z,13.014043
2016-10-04 22:05:50.534974158Z,18.863147
2016-10-04 22:05:50.634974158Z,11.177174
2016-10-04 22:05:50.734974158Z,11.36013
2016-10-04 22:05:50.834974158Z,12.312265
2016-10-04 22:05:50.934974158Z,18.165231
2016-10-04 22:05:51.034974158Z,10.345513
2016-10-04 22:05:51.134974158Z,13.54887
2016-10-04 22:05:51.234974158Z,12.266194
2016-10-04 22:05:51.334974158Z,11.55984
2016-10-04 22:05:51.434974158Z,11.603923
2016-10-04 22:05:51.534974158Z,12.554815
2016-10-04 22:05:51.634974158Z,12.040381
2016-10-04 22:05:51.734974158Z,10.658365
2016-10-04 22:05:51.834974158Z,13.284895
2016-10-04 22:05:51.934974158Z,12.34551
2016-10-04 22:05:52.034974158Z,16.317916
2016-10-04 22:05:52.134974158Z,10.898303
2016-10-04 22:05:52.234974158Z,11.848544
2016-10-04 22:05:52.334974158Z,11.284772
2016-10-04 22:05:52.434974158Z,15.965141
2016-10-04 22:05:52.534974158Z,12.386652
2016-10-04 22:05:52.634974158Z,12.716791
2016-10-04 22:05:52.734974158Z,11.119989
2016-10-04 22:05:52.834974158Z,11.780526
2016-10-04 22:05:52.934974158Z,70.066534
2016-10-04 22:05:53.034974158Z,13.394074
2016-10-04 22:05:53.134974158Z,11.445274
2016-10-04 22:05:53.234974158Z,11.550724
2016-10-04 22:05:53.334974158Z,11.514614
2016-10-04 22:05:53.434974158Z,13.456469
2016-10-04 22:05:53.534974158Z,12.10809
2016-10-04 22:05:53.634974158Z,12.124407
2016-10-04 22:05:53.734974158Z,22.689697
2016-10-04 22:05:53.834974158Z,25.25124
2016-10-04 22:05:53.934974158Z,14.55703
2016-10-04 22:05:54.034974158Z,11.226769
2016-10-04 22:05:54.134974158Z,27.180187
2016-10-04 22:05:54.234974158Z,12.494703
2016-10-04 22:05:54.334974158Z,25.015807
2016-10-04 22:05:54.434974158Z,11.224522
2016-10-04 22:05:54.534974158Z,10.361986
2016-10-04 22:05:54.634974158Z,10.568888
2016-10-04 22:05:54.734974158Z,10.976883
2016-10-04 22:05:54.834974158Z,16.758142
2016-10-04 22:05:54.934974158Z,20.240735
2016-10-04 22:05:55.034974158Z,23.768272
2016-10-04 22:05:55.134974158Z,11.169887
2016-10-04 22:05:55.234974158Z,12.24301
2016-10-04 22:05:55.334974158Z,22.147596
2016-10-04 22:05:55.434974158Z,13.316501
2016-10-04 22:05:55.534974158Z,11.150712
2016-10-04 22:05:55.634974158Z,12.264612
2016-10-04 22:05:55.734974158Z,14.914127
2016-10-04 22:05:55.834974158Z,19.812668
2016-10-04 22:05:55.934974158Z,40.320941
2016-10-04 22:05:56.034974158Z,11.63088
2016-10-04 22:05:56.134974158Z,54.964969
2016-10-04 22:05:56.234974158Z,11.697363
2016-10-04 22:05:56.334974158Z,10.294391
2016-10-04 22:05:56.434974158Z,13.621134
2016-10-04 22:05:56.534974158Z,12.24512
2016-10-04 22:05:56.634974158Z,12.809568
2016-10-04 22:05:56.734974158Z,12.864098
2016-10-04 22:05:56.834974158Z,54.704645
2016-10-04 22:05:56.934974158Z,12.050416
2016-10-04 22:05:57.034974158Z,14.681089
2016-10-04 22:05:57.134974158Z,11.127077
2016-10-04 22:05:57.234974158Z,11.817875
2016-10-04 22:05:57.334974158Z,20.394623
2016-10-04 22:05:57.434974158Z,14.265665
2016-10-04 22:05:57.534974158Z,15.461764
2016-10-04 22:05:57.634974158Z,11.569374
2016-10-04 22:05:57.734974158Z,20.555388
2016-10-04 22:05:57.834974158Z,10.716264
2016-10-04 22:05:57.934974158Z,11.860258
2016-10-04 22:05:58.034974158Z,15.066214
2016-10-04 22:05:58.134974158Z,20.779465
2016-10-04 22:05:58.234974158Z,12.451036
2016-10-04 22:05:58.334974158Z,11.124372
2016-10-04 22:05:58.434974158Z,11.41368
2016-10-04 22:05:58.534974158Z,12.119192
2016-10-04 22:05:58.634974158Z,12.018255
2016-10-04 22:05:58.734974158Z,86.518253
2016-10-04 22:05:58.834974158Z,11.599955
2016-10-04 22:05:58.934974158Z,23.181402
2016-10-04 22:05:59.034974158Z,12.848325
2016-10-04 22:05:59.134974158Z,12.149427
2016-10-04 22:05:59.234974158Z,12.840434
2016-10-04 22:05:59.334974158Z,11.196295
2016-10-04 22:05:59.434974158Z,15.113725
2016-10-04 22:05:59.534974158Z,11.231481
2016-10-04 22:05:59.634974158Z,14.549617
2016-10-04 22:05:59.734974158Z,14.725621
2016-10-04 22:05:59.834974158Z,14.23927
2016-10-04 22:05:59.934974158Z,11.808293
2016-10-04 22:06:00.034974158Z,11.383711
2016-10-04 22:06:00.134974158Z,10.727382
2016-10-04 22:06:00.234974158Z,12.909918
2016-10-04 22:06:00.334974158Z,31.209777
2016-10-04 22:06:00.434974158Z,12.361844
2016-10-04 22:06:00.534974158Z,11.130817
2016-10-04 22:06:00.634974158Z,11.356071
2016-10-04 22:06:00.734974158Z,11.885808
2016-10-04 22:06:00.834974158Z,11.652909
2016-10-04 22:06:00.934974158Z,21.494244
2016-10-04 22:06:01.034974158Z,15.212774
2016-10-04 22:06:01.134974158Z,10.718466
2016-10-04 22:06:01.234974158Z,12.027093
2016-10-04 22:06:01.334974158Z,12.84048
2016-10-04 22:06:01.434974158Z,12.471448
2016-10-04 22:06:01.534974158Z,18.974727
2016-10-04 22:06:01.634974158Z,16.446619
2016-10-04 22:06:01.734974158Z,10.991138
2016-10-04 22:06:01.834974158Z,14.719211
2016-10-04 22:06:01.934974158Z,16.530665
2016-10-04 22:06:02.034974158Z,18.971709
2016-10-04 22:06:02.134974158Z,11.725655
2016-10-04 22:06:02.234974158Z,24.903551
2016-10-04 22:06:02.334974158Z,11.326751
2016-10-04 22:06:02.434974158Z,101.647242
2016-10-04 22:06:02.534974158Z,13.400812
2016-10-04 22:06:02.634974158Z,18.253971
2016-10-04 22:06:02.734974158Z,10.924649
2016-10-04 22:06:02.834974158Z,21.409382
2016-10-04 22:06:02.934974158Z,12.28706
2016-10-04 22:06:03.034974158Z,15.237529
2016-10-04 22:06:03.134974158Z,18.11944
2016-10-04 22:06:03.234974158Z,14.375338
2016-10-04 22:06:03.334974158Z,19.392308
2016-10-04 22:06:03.434974158Z,12.966385
2016-10-04 22:06:03.534974158Z,15.400243
2016-10-04 22:06:03.634974158Z,11.497439
2016-10-04 22:06:03.734974158Z,11.748919
2016-10-04 22:06:03.834974158Z,12.875103
2016-10-04 22:06:03.934974158Z,12.541122
2016-10-04 22:06:04.034974158Z,20.19735
2016-10-04 22:06:04.134974158Z,11.77114
2016-10-04 22:06:04.234974158Z,12.743243
2016-10-04 22:06:04.334974158Z,12.008574
2016-10-04 22:06:04.434974158Z,12.771754
2016-10-04 22:06:04.534974158Z,12.334295
2016-10-04 22:06:04.634974158Z,12.914052
2016-10-04 22:06:04.734974158Z,12.557084
2016-10-04 22:06:04.834974158Z,13.142301
2016-10-04 22:06:04.934974158Z,11.760773
2016-10-04 22:06:05.034974158Z,11.777165
2016-10-04 22:06:05.134974158Z,12.823425
2016-10-04 22:06:05.234974158Z,11.763627
2016-10-04 22:06:05.334974158Z,12.948242
2016-10-04 22:06:05.434974158Z,12.466257
2016-10-04 22:06:05.534974158Z,11.423454
2016-10-04 22:06:05.634974158Z,23.487595
2016-10-04 22:06:05.734974158Z,15.011337
2016-10-04 22:06:05.834974158Z,17.954671
2016-10-04 22:06:05.934974158Z,11.645971
2016-10-04 22:06:06.034974158Z,11.636823
2016-10-04 22:06:06.134974158Z,14.153485
2016-10-04 22:06:06.234974158Z,11.866357
2016-10-04 22:06:06.334974158Z,14.448241
2016-10-04 22:06:06.434974158Z,12.943978
2016-10-04 22:06:06.534974158Z,22.358114
2016-10-04 22:06:06.634974158Z,12.368992
2016-10-04 22:06:06.734974158Z,82.390114
2016-10-04 22:06:06.834974158Z,17.338317
2016-10-04 22:06:06.934974158Z,13.066571
2016-10-04 22:06:07.034974158Z,14.562617
2016-10-04 22:06:07.134974158Z,15.05177
2016-10-04 22:06:07.234974158Z,14.34097
2016-10-04 22:06:07.334974158Z,45.751358
2016-10-04 22:06:07.434974158Z,13.199871
2016-10-04 22:06:07.534974158Z,16.508573
2016-10-04 22:06:07.634974158Z,12.456143
2016-10-04 22:06:07.734974158Z,13.159817
2016-10-04 22:06:07.834974158Z,14.97543
2016-10-04 22:06:07.934974158Z,19.930118
2016-10-04 22:06:08.034974158Z,12.138122
2016-10-04 22:06:08.134974158Z,12.05523
2016-10-04 22:06:08.234974158Z,21.781293
2016-10-04 22:06:08.334974158Z,12.001437
2016-10-04 22:06:08.434974158Z,11.250317
2016-10-04 22:06:08.534974158Z,13.094258
2016-10-04 22:06:08.634974158Z,11.266444
2016-10-04 22:06:08.734974158Z,11.640446
2016-10-04 22:06:08.834974158Z,12.657903
2016-10-04 22:06:08.934974158Z,22.188127
2016-10-04 22:06:09.034974158Z,14.632334
2016-10-04 22:06:09.134974158Z,11.872867
2016-10-04 22:06:09.234974158Z,14.468385
2016-10-04 22:06:09.334974158Z,11.06088
2016-10-04 22:06:09.434974158Z,16.975819
2016-10-04 22:06:09.534974158Z,21.255164
2016-10-04 22:06:09.634974158Z,11.618753
2016-10-04 22:06:09.734974158Z,12.810609
2016-10-04 22:06:09.834974158Z,14.423921
2016-10-04 22:06:09.934974158Z,11.670669
2016-10-04 22:06:10.034974158Z,11.57219
2016-10-04 22:06:10.134974158Z,12.279151
2016-10-04 22:06:10.234974158Z,26.213998
2016-10-04 22:06:10.334974158Z,11.96056
2016-10-04 22:06:10.434974158Z,14.073792
2016-10-04 22:06:10.534974158Z,18.54154
2016-10-04 22:06:10.634974158Z,10.834165
2016-10-04 22:06:10.734974158Z,12.123868
2016-10-04 22:06:10.834974158Z,19.008466
2016-10-04 22:06:10.934974158Z,14.556963
2016-10-04 22:06:11.034974158Z,11.780503
2016-10-04 22:06:11.134974158Z,13.93503
2016-10-04 22:06:11.234974158Z,11.807419
2016-10-04 22:06:11.334974158Z,11.422591
2016-10-04 22:06:11.434974158Z,18.66856
2016-10-04 22:06:11.534974158Z,11.980285
2016-10-04 22:06:11.634974158Z,13.060402
2016-10-04 22:06:11.734974158Z,11.920229
2016-10-04 22:06:11.834974158Z,15.725338
2016-10-04 22:06:11.934974158Z,10.918405
2016-10-04 22:06:12.034974158Z,11.186461
2016-10-04 22:06:12.134974158Z,17.795384
2016-10-04 22:06:12.234974158Z,18.256065
2016-10-04 22:06:12.334974158Z,12.1119
2016-10-04 22:06:12.434974158Z,11.474106
2016-10-04 22:06:12.534974158Z,12.329454
2016-10-04 22:06:12.634974158Z,11.57013
2016-10-04 22:06:12.734974158Z,15.316302
2016-10-04 22:06:12.834974158Z,11.980054
2016-10-04 22:06:12.934974158Z,27.334266
2016-10-04 22:06:13.034974158Z,13.126908
2016-10-04 22:06:13.134974158Z,12.49296
2016-10-04 22:06:13.234974158Z,10.929034
2016-10-04 22:06:13.334974158Z,11.818561
2016-10-04 22:06:13.434974158Z,28.734854
2016-10-04 22:06:13.534974158Z,61.682655
2016-10-04 22:06:13.634974158Z,25.966516
2016-10-04 22:06:13.734974158Z,22.986411
2016-10-04 22:06:13.834974158Z,13.036995
2016-10-04 22:06:13.934974158Z,12.048903
2016-10-04 22:06:14.034974158Z,11.511128
2016-10-04 22:06:14.134974158Z,12.090924
2016-10-04 22:06:14.234974158Z,24.762578
2016-10-04 22:06:14.334974158Z,11.229963
2016-10-04 22:06:14.434974158Z,12.388292
2016-10-04 22:06:14.534974158Z,100.601966
2016-10-04 22:06:14.634974158Z,11.728122
2016-10-04 22:06:14.734974158Z,12.524146
2016-10-04 22:06:14.834974158Z,12.720985
2016-10-04 22:06:14.934974158Z,18.207361
2016-10-04 22:06:15.034974158Z,12.170785
2016-10-04 22:06:15.134974158Z,17.07077
2016-10-04 22:06:15.234974158Z,12.145074
2016-10-04 22:06:15.334974158Z,13.645636
2016-10-04 22:06:15.434974158Z,17.106382
2016-10-04 22:06:15.534974158Z,35.49981
2016-10-04 22:06:15.634974158Z,15.380702
2016-10-04 22:06:15.734974158Z,12.237795
2016-10-04 22:06:15.834974158Z,13.985647
2016-10-04 22:06:15.934974158Z,20.303555
2016-10-04 22:06:16.034974158Z,67.566083
2016-10-04 22:06:16.134974158Z,16.344455
2016-10-04 22:06:16.234974158Z,14.080083
2016-10-04 22:06:16.334974158Z,29.306675
2016-10-04 22:06:16.434974158Z,13.693518
2016-10-04 22:06:16.534974158Z,26.501022
2016-10-04 22:06:16.634974158Z,12.531458
2016-10-04 22:06:16.734974158Z,13.634627
2016-10-04 22:06:16.834974158Z,14.201053
2016-10-04 22:06:16.934974158Z,15.476633
2016-10-04 22:06:17.034974158Z,13.87344
2016-10-04 22:06:17.134974158Z,19.992504
2016-10-04 22:06:17.234974158Z,13.03761
2016-10-04 22:06:17.334974158Z,18.122016
2016-10-04 22:06:17.434974158Z,14.559947
2016-10-04 22:06:17.534974158Z,13.172958
2016-10-04 22:06:17.634974158Z,17.21217
2016-10-04 22:06:17.734974158Z,32.142356
2016-10-04 22:06:17.834974158Z,34.902492
2016-10-04 22:06:17.934974158Z,33.243235
2016-10-04 22:06:18.034974158Z,12.973618
2016-10-04 22:06:18.134974158Z,33.65094
2016-10-04 22:06:18.234974158Z,20.758011
2016-10-04 22:06:18.334974158Z,10.751208
2016-10-04 22:06:18.434974158Z,11.973488
2016-10-04 22:06:18.534974158Z,29.974751
2016-10-04 22:06:18.634974158Z,16.707855
2016-10-04 22:06:18.734974158Z,17.206006
2016-10-04 22:06:18.834974158Z,13.828966
2016-10-04 22:06:18.934974158Z,14.049171
2016-10-04 22:06:19.034974158Z,15.461343
2016-10-04 22:06:19.134974158Z,16.589455
2016-10-04 22:06:19.234974158Z,12.214063
2016-10-04 22:06:19.334974158Z,16.977113
2016-10-04 22:06:19.434974158Z,105.203586
2016-10-04 22:06:19.534974158Z,13.019757
2016-10-04 22:06:19.634974158Z,14.295214
2016-10-04 22:06:19.734974158Z,21.945364
2016-10-04 22:06:19.834974158Z,13.04753
2016-10-04 22:06:19.934974158Z,14.779079
2016-10-04 22:06:20.034974158Z,51.02969
2016-10-04 22:06:20.134974158Z,12.805878
2016-10-04 22:06:20.234974158Z,14.517964
2016-10-04 22:06:20.334974158Z,19.624251
2016-10-04 22:06:20.434974158Z,14.889312
2016-10-04 22:06:20.534974158Z,14.866961
2016-10-04 22:06:20.634974158Z,15.212694
2016-10-04 22:06:20.734974158Z,14.582284
2016-10-04 22:06:20.834974158Z,15.251879
2016-10-04 22:06:20.934974158Z,17.688855
2016-10-04 22:06:21.034974158Z,15.34078
2016-10-04 22:06:21.134974158Z,16.810814
2016-10-04 22:06:21.234974158Z,14.472734
2016-10-04 22:06:21.334974158Z,13.60741
2016-10-04 22:06:21.434974158Z,15.424324
2016-10-04 22:06:21.534974158Z,15.039564
2016-10-04 22:06:21.634974158Z,24.703582
2016-10-04 22:06:21.734974158Z,15.427074
2016-10-04 22:06:21.834974158Z,16.963689
2016-10-04 22:06:21.934974158Z,28.028616
2016-10-04 22:06:22.034974158Z,13.179281
2016-10-04 22:06:22.134974158Z,15.403354
2016-10-04 22:06:22.234974158Z,30.661761
2016-10-04 22:06:22.334974158Z,15.650305
2016-10-04 22:06:22.434974158Z,92.92145
2016-10-04 22:06:22.534974158Z,11.821219
