"Time","Microsoft Latency"
1475183358222710495,514563808
1475183358422710495,354822672
1475183358322710495,458474240
1475183358522710495,369817440
1475183358622710495,361049760
1475183358722710495,262806864
1475183358822710495,321967840
1475183358922710495,359428592
1475183359022710495,335077168
1475183359122710495,350292768
1475183359222710495,319786656
1475183359322710495,333642704
1475183359422710495,276450704
1475183359522710495,326029456
1475183359622710495,297308048
1475183359722710495,312044448
1475183359822710495,320689488
1475183359922710495,319068976
1475183360022710495,292959136
1475183360122710495,260083424
1475183360222710495,272412864
1475183360322710495,254975552
1475183360422710495,265218672
1475183360522710495,310054528
1475183360622710495,522532352
1475183360722710495,492708624
1475183360822710495,516915264
1475183360922710495,443940720
1475183361022710495,352244432
1475183361122710495,255065248
1475183361222710495,295319408
1475183361322710495,356726656
1475183361422710495,322691776
1475183361522710495,291332000
1475183361622710495,349783968
1475183361722710495,320540528
1475183361822710495,316719216
1475183361922710495,286977408
1475183362022710495,523873808
1475183362122710495,471201360
1475183362222710495,548007216
1475183362322710495,448215920
1475183362422710495,702774928
1475183362522710495,693239120
1475183362722710495,560144608
1475183363022710495,306872240
1475183362822710495,518594896
1475183362622710495,721471504
1475183362922710495,425370224
1475183363122710495,335654592
1475183363222710495,260637696
1475183363322710495,354391424
1475183363422710495,280924032
1475183363522710495,263371520
1475183363622710495,301766928
1475183363722710495,250775936
1475183363822710495,337081456
1475183363922710495,320507824
1475183364022710495,325947936
1475183364122710495,304522432
1475183364222710495,391984336
1475183364322710495,325098544
1475183364422710495,283039088
1475183364522710495,349116032
1475183364622710495,272976656
1475183364722710495,315795312
1475183364822710495,332810944
1475183364922710495,438931744
1475183365022710495,426997168
1475183365122710495,430589776
1475183365222710495,348753904
1475183365322710495,267605376
1475183365422710495,320466544
1475183365522710495,270699440
1475183365622710495,320851200
1475183365722710495,298594224
1475183365822710495,322865680
1475183365922710495,306281440
1475183366022710495,318112928
1475183366122710495,403197920
1475183366222710495,350177440
1475183366322710495,312584240
1475183366422710495,296452496
1475183366522710495,345348992
1475183366622710495,319522048
1475183366722710495,295966912
1475183366822710495,311580192
1475183366922710495,319182736
1475183367122710495,271513264
1475183367022710495,391390256
1475183367222710495,285563408
1475183367322710495,292662064
1475183367422710495,320044576
1475183367522710495,314428544
1475183367622710495,402016352
1475183367722710495,530573840
1475183367822710495,637424400
1475183367922710495,559028416
1475183368122710495,376611792
1475183368022710495,476780800
1475183368222710495,304456016
1475183368322710495,498217312
1475183368422710495,427604240
1475183368522710495,394874832
1475183368722710495,410083984
1475183368622710495,558079616
1475183368822710495,436317728
1475183368922710495,487960208
1475183369022710495,422375520
1475183369122710495,351038720
1475183369222710495,335206768
1475183369422710495,372319712
1475183369322710495,475051520
1475183369522710495,377948752
1475183369622710495,326474080
1475183369722710495,308655648
1475183369822710495,270470176
1475183369922710495,277152128
1475183370022710495,332513984
1475183370122710495,269654448
1475183370222710495,390661328
1475183370322710495,375080576
1475183370422710495,319324240
1475183370522710495,285926624
1475183370622710495,357607680
1475183370722710495,339078608
1475183370822710495,442857872
1475183370922710495,353154112
1475183371022710495,320337744
1475183371122710495,378579296
1475183371222710495,314393296
1475183371322710495,318892240
1475183371422710495,335478736
1475183371522710495,314827456
1475183371622710495,264824832
1475183371722710495,286258032
1475183371822710495,288487440
1475183371922710495,297286848
1475183372022710495,331288960
1475183372122710495,410008048
1475183372222710495,312934048
1475183372322710495,334747184
1475183372422710495,330247360
1475183372522710495,304559152
1475183372622710495,474669312
1475183372722710495,416313408
1475183372822710495,316478512
1475183372922710495,251116848
1475183373022710495,289318848
1475183373122710495,320570192
1475183373222710495,390927216
1475183373322710495,371865200
1475183373422710495,357216944
1475183373522710495,294390016
1475183373622710495,302846864
1475183373722710495,311692192
1475183373822710495,288678192
1475183373922710495,303219088
1475183374022710495,261866672
1475183374122710495,412797824
1475183374322710495,277805872
1475183374222710495,413905072
1475183374422710495,268170624
1475183374522710495,336182512
1475183374622710495,277151120
1475183374722710495,346956304
1475183374822710495,343149376
1475183374922710495,306974736
1475183375122710495,278183024
1475183375222710495,272840752
1475183375022710495,506967424
1475183375322710495,347674752
1475183375522710495,296270976
1475183375422710495,404959008
1475183375622710495,343300464
1475183375722710495,304735120
1475183375822710495,435114128
1475183375922710495,337267712
1475183376022710495,372272144
1475183376122710495,301298976
1475183376222710495,280122752
1475183376322710495,445270464
1475183376422710495,477401952
1475183376522710495,409927168
1475183376622710495,327139008
1475183376722710495,259488848
1475183376822710495,284971600
1475183376922710495,345629328
1475183377022710495,465724752
1475183377122710495,472169296
1475183377222710495,547986656
1475183377422710495,492232112
1475183377522710495,422813632
1475183377322710495,680760176
1475183377622710495,420798096
1475183377722710495,529542784
1475183377822710495,467267632
1475183377922710495,444868144
1475183378222710495,374131632
1475183378022710495,576555168
1475183378122710495,476711232
1475183378322710495,352773520
1475183378422710495,423093888
1475183378522710495,365300304
1475183378622710495,342571248
1475183378722710495,321808576
1475183378822710495,447525744
1475183378922710495,469600656
1475183379022710495,553172176
1475183379122710495,537456208
1475183379222710495,440160656
1475183379322710495,383566176
1475183379422710495,341749856
1475183379522710495,311630448
1475183379722710495,313455264
1475183379622710495,430782896
1475183379822710495,272199792
1475183380022710495,290494512
1475183379922710495,468330864
1475183380122710495,313186832
1475183380222710495,348710896
1475183380322710495,310799920
1475183380422710495,296740848
1475183380522710495,258204320
1475183380622710495,334161504
1475183380722710495,300473168
1475183380922710495,312923984
1475183380822710495,413231488
1475183381022710495,323156832
1475183381122710495,316134256
1475183381222710495,268690848
1475183381322710495,271850240
1475183381422710495,257825536
1475183381522710495,286865360
1475183381622710495,271689120
1475183381822710495,297014992
1475183381722710495,484432480
1475183381922710495,354304256
1475183382122710495,297991216
1475183382022710495,411667856
1475183382222710495,310325888
1475183382322710495,352319904
1475183382422710495,298006960
1475183382522710495,325270368
1475183382622710495,264464176
1475183382722710495,281049616
1475183382822710495,274115680
1475183383022710495,304485072
1475183383122710495,252894048
1475183382922710495,479030656
1475183383222710495,286906208
1475183383322710495,515829136
1475183383422710495,517112784
1475183383522710495,627833152
1475183383622710495,567156976
1475183383822710495,392526176
1475183383722710495,505822816
1475183383922710495,397623024
1475183384022710495,325302176
1475183384122710495,323078592
1475183384222710495,301908960
1475183384322710495,303127488
1475183384422710495,304764656
1475183384522710495,377939200
1475183384622710495,388808544
1475183384822710495,290217504
1475183384722710495,457163120
1475183384922710495,333959472
1475183385022710495,374058288
1475183385222710495,287657184
1475183385122710495,414767840
1475183385322710495,376770576
1475183385422710495,325943696
1475183385522710495,277960336
1475183385622710495,290280752
1475183385822710495,295576400
1475183385722710495,401432592
1475183385922710495,366193648
1475183386022710495,318417504
1475183386122710495,464902736
1475183386222710495,366230816
1475183386322710495,376222880
1475183386422710495,278366864
1475183386522710495,300647280
1475183386622710495,277314928
1475183386722710495,336781664
1475183386822710495,345950032
1475183386922710495,419551184
1475183387022710495,322294272
1475183387122710495,366390704
1475183387222710495,304627920
1475183387322710495,359128336
1475183387422710495,353755536
1475183387522710495,302421600
1475183387622710495,310553840
1475183387722710495,260822448
1475183387922710495,337550064
1475183387822710495,454426528
1475183388022710495,304417920
1475183388122710495,317516784
1475183388222710495,271397296
1475183388322710495,319730976
1475183388422710495,290293888
1475183388522710495,288953712
1475183388622710495,311983088
1475183388722710495,270645296
1475183388822710495,379420144
1475183388922710495,402972464
1475183389022710495,354380016
1475183389122710495,346887104
1475183389322710495,315409360
1475183389222710495,470506880
1475183389422710495,323081920
1475183389622710495,333073184
1475183389522710495,496919664
1475183389722710495,326069104
1475183389822710495,337457920
1475183389922710495,357515312
1475183390022710495,401112640
1475183390122710495,347479904
1475183390322710495,290828736
1475183390222710495,405724832
1475183390422710495,311850000
1475183390522710495,356167680
1475183390622710495,301633120
1475183390722710495,310401120
1475183390822710495,382020496
1475183390922710495,381227984
1475183391022710495,323642384
1475183391122710495,663336784
1475183391222710495,810388432
1475183391422710495,646018944
1475183391322710495,886797472
1475183391622710495,686954144
1475183391522710495,841263648
1475183391822710495,575189776
1475183391722710495,686055904
1475183391922710495,486109632
1475183392122710495,422291872
1475183392022710495,573969760
1475183392222710495,472632208
1475183392322710495,417016752
1475183392422710495,392714368
1475183392522710495,345510112
1475183392722710495,321034448
1475183392822710495,366451344
1475183392622710495,582904576
1475183392922710495,403792560
1475183393022710495,482575424
1475183393122710495,428904976
1475183393222710495,332779984
1475183393322710495,344888496
1475183393422710495,364153920
1475183393522710495,374015952
1475183393622710495,305539664
1475183393722710495,357920896
1475183393922710495,335129936
1475183393822710495,501174560
1475183394022710495,363156160
1475183394122710495,414789328
1475183394222710495,366362864
1475183394322710495,316261808
1475183394422710495,302450928
1475183394522710495,301814624
1475183394622710495,328682816
1475183394722710495,287633888
1475183394822710495,310232224
1475183394922710495,292916288
1475183395022710495,271225664
1475183395122710495,403469552
1475183395222710495,398967760
1475183395322710495,332039920
1475183395422710495,359963648
1475183395522710495,367813264
1475183395722710495,269585744
1475183395622710495,404244256
1475183395822710495,294695008
1475183395922710495,450667072
1475183396022710495,353206400
1475183396122710495,321166496
1475183396222710495,322469568
1475183396322710495,313499904
1475183396422710495,309623936
1475183396522710495,282754304
1475183396622710495,281049920
1475183396722710495,320992304
1475183396822710495,288369264
1475183396922710495,295902704
1475183397022710495,320129392
1475183397122710495,317552080
1475183397222710495,263126768
1475183397322710495,308164608
1475183397422710495,298452144
1475183397522710495,288569056
1475183397622710495,305111504
1475183397722710495,283226672
1475183397822710495,283041168
1475183397922710495,314477872
1475183398022710495,276709648
1475183398122710495,271487728
1475183398222710495,343750544
1475183398322710495,302704976
1475183398422710495,317289792
1475183398522710495,273040960
1475183398722710495,273115808
1475183398622710495,401607072
1475183398822710495,305420768
1475183398922710495,358702112
1475183399022710495,371726240
1475183399122710495,316240896
1475183399222710495,359346256
1475183399322710495,273896624
1475183399422710495,319994624
1475183399522710495,246471312
1475183399622710495,294309968
1475183399722710495,323398752
1475183399822710495,377464416
1475183399922710495,380369264
1475183400022710495,326576768
1475183400122710495,339350640
1475183400222710495,373686000
1475183400322710495,327402848
1475183400422710495,450226432
1475183400522710495,510304784
1475183400622710495,429529728
1475183400822710495,329960880
1475183400722710495,457791072
1475183400922710495,279088512
1475183401022710495,309390848
1475183401122710495,253082320
1475183401222710495,290911248
1475183401322710495,315779600
1475183401422710495,280553584
1475183401522710495,286790272
1475183401622710495,305177920
1475183401722710495,271260256
1475183401822710495,295911760
1475183401922710495,367341888
1475183402022710495,292530576
1475183402122710495,517580592
1475183402222710495,479329408
1475183402322710495,494650576
1475183402522710495,318649392
1475183402422710495,442129680
1475183402622710495,363393104
1475183402722710495,298094640
1475183402822710495,275092480
1475183402922710495,375872928
1475183403022710495,331985520
1475183403122710495,371318192
1475183403222710495,403555984
1475183403322710495,365781808
1475183403422710495,295615296
1475183403522710495,264571232
1475183403722710495,306600608
1475183403622710495,407883824
1475183403822710495,377213680
1475183404122710495,365271776
1475183404022710495,473973376
1475183404222710495,299929472
1475183403922710495,612024080
1475183404322710495,329163152
1475183404422710495,291613216
1475183404522710495,351272480
1475183404722710495,325382592
1475183404622710495,514501680
1475183404822710495,367195296
1475183404922710495,288509504
1475183405022710495,319935136
1475183405122710495,303383664
1475183405222710495,304548048
1475183405322710495,298418912
1475183405522710495,283228400
1475183405422710495,432996960
1475183405622710495,289327184
1475183405722710495,273378352
1475183405822710495,260077104
1475183405922710495,375180528
1475183406022710495,370005728
1475183406122710495,371892960
1475183406322710495,275882624
1475183406222710495,381196016
1475183406422710495,355510688
1475183406522710495,380132256
1475183406622710495,477920560
1475183406822710495,315565504
1475183406722710495,443016320
1475183406922710495,293092240
1475183407022710495,473103760
1475183407122710495,403406336
1475183407222710495,313217488
1475183407322710495,334264256
1475183407422710495,294071472
1475183407622710495,333459616
1475183407722710495,260852800
1475183407522710495,467761296
1475183407922710495,405477744
1475183408122710495,304475616
1475183407822710495,613427776
1475183408222710495,255177504
1475183408022710495,520153824
1475183408322710495,317390880
1475183408522710495,323083360
1475183408422710495,424761552
1475183408622710495,383557040
1475183408722710495,313094800
1475183408822710495,334724288
1475183408922710495,406942832
1475183409022710495,384482288
1475183409122710495,316993888
1475183409222710495,280134896
1475183409322710495,261352672
1475183409422710495,374637328
1475183409522710495,294545600
1475183409622710495,446567920
1475183409722710495,379784960
1475183409822710495,319796880
1475183409922710495,422280160
1475183410022710495,370968096
1475183410122710495,272776304
1475183410222710495,330006480
1475183410322710495,368230064
1475183410422710495,444510848
1475183410622710495,369211936
1475183410522710495,478532768
1475183410722710495,439826608
1475183410822710495,354431776
1475183410922710495,335500976
1475183411122710495,267591344
1475183411022710495,384575968
1475183411322710495,287435264
1475183411422710495,396959872
1475183411522710495,343983440
1475183411622710495,340355728
1475183411222710495,759293744
1475183411722710495,329503680
1475183411822710495,353152352
1475183411922710495,301296256
1475183412022710495,379785200
1475183412122710495,288086048
1475183412322710495,259610368
1475183412222710495,382987248
1475183412422710495,295415728
1475183412522710495,399544096
1475183412622710495,319827536
1475183412722710495,259946368
1475183412822710495,254923696
1475183413022710495,319448544
1475183412922710495,435443472
1475183413122710495,301499040
1475183413222710495,392389040
1475183413322710495,374532224
1475183413422710495,390728912
1475183413522710495,351791264
1475183413622710495,361504048
1475183413722710495,291791200
1475183413822710495,389500960
1475183413922710495,315206528
1475183414022710495,267566416
1475183414122710495,324929136
1475183414222710495,294969936
1475183414322710495,293484800
1475183414422710495,280870576
1475183414622710495,354558656
1475183414522710495,455201856
1475183414722710495,350433664
1475183414822710495,363408464
1475183414922710495,365889248
1475183415022710495,332067904
1475183415122710495,307016640
1475183415222710495,285770320
1475183415322710495,277962032
1475183415522710495,373779888
1475183415422710495,476345504
1475183415622710495,311178672
1475183415722710495,331985152
1475183415822710495,355606016
1475183415922710495,347299040
1475183416022710495,438496960
1475183416122710495,355451040
1475183416222710495,284338528
1475183416322710495,338795808
1475183416422710495,475622944
1475183416522710495,453663792
1475183416722710495,369788864
1475183416822710495,281702064
1475183416622710495,481709184
1475183417022710495,292520032
1475183416922710495,463056144
1475183417122710495,298145024
1475183417222710495,355373440
1475183417322710495,381179392
1475183417422710495,344395184
1475183417522710495,280162464
1475183417722710495,306981488
1475183417622710495,409960160
1475183417822710495,324006752
1475183417922710495,373055664
1475183418122710495,371604720
1475183418022710495,577664768
1475183418222710495,401285200
1475183418322710495,329815664
1475183418422710495,329120432
1475183418522710495,319428960
1475183418722710495,312740768
1475183418822710495,266161840
1475183418622710495,542103632
1475183418922710495,321934976
1475183419022710495,310859440
1475183419122710495,262334480
1475183419222710495,287200896
1475183419322710495,322058960
1475183419422710495,287904352
1475183419522710495,327794288
1475183419622710495,339650032
1475183419722710495,297559408
1475183419822710495,271713872
1475183419922710495,360504544
1475183420022710495,365062672
1475183420122710495,346417424
1475183420222710495,477032672
1475183420322710495,411496208
1475183420422710495,318064080
1475183420522710495,250752816
1475183420622710495,304169440
1475183420722710495,351980320
1475183420822710495,292322912
1475183420922710495,330421824
1475183421022710495,281087344
1475183421122710495,374674448
1475183421222710495,415234432
1475183421322710495,323247392
1475183421522710495,326849088
1475183421422710495,624928368
1475183421622710495,469978496
1475183421822710495,316874880
1475183421722710495,424890752
1475183421922710495,276320640
1475183422022710495,373944192
1475183422122710495,343997568
1475183422222710495,330633744
1475183422322710495,343818704
1475183422422710495,294629280
1475183422522710495,336502560
